nflId,height,weight,birthDate,collegeName,Position,displayName
35472,77.0,325,1988-06-06,Indiana,G,Rodger Saffold
38683,80.0,321,1990-01-16,Purdue,T,Dennis Kelly
40124,77.0,310,1990-08-24,San Jose State,G,David Quessenberry
42457,76.0,308,1992-02-28,Arizona State,G,Jamil Douglas
44955,75.0,297,1993-12-05,Clemson,DE,Carlos Watkins
46227,75.0,290,1995-12-30,Virginia,NT,Andrew Brown
46778,71.0,202,1995-12-15,Mississippi,FS,A.J. Moore
47837,74.0,213,1995-11-04,Kentucky,CB,Lonnie Johnson
47865,75.0,316,1996-09-23,North Carolina-Charlotte,G,Nate Davis
47944,77.0,280,1997-08-20,Texas,DE,Charles Omenihu
52448,76.0,305,1998-07-09,Texas Christian,DT,Ross Blacklock
52968,76.0,320,1996-10-16,West Georgia,DT,Auzoyah Alufohai
39907,79.0,270,1986-04-22,California-Irvine,TE,Darren Fells
41422,77.0,321,1991-09-23,Tennessee,G,Zach Fulton
42954,76.0,310,1992-04-23,Toledo,C,Greg Mancz
43846,72.0,183,1994-01-29,UCLA,K,Ka'imi Fairbairn
44973,78.0,306,1995-11-28,Florida State,T,Roderick Johnson
46167,76.0,243,1992-04-19,Central Florida,TE,Jordan Akins
47838,78.0,325,1996-08-10,Northern Illinois,T,Max Scharping
48450,78.0,300,1995-09-10,Wisconsin,C,Beau Benzschawel
52534,80.0,315,1996-11-20,North Carolina,T,Charlie Heck
52582,75.0,291,1997-04-24,North Carolina State,DT,Larrell Murchison
44975,69.0,205,1995-12-26,Boise State,RB,Jeremy McNichols
45355,74.0,246,1995-02-19,Harvard,TE,Anthony Firkser
41393,75.0,220,1990-09-13,Alabama,QB,AJ McCarron
38681,75.0,300,1990-05-10,Washington,G,Senio Kelemete
35608,76.0,328,1988-09-29,Texas Christian,T,Marshall Newhouse
37084,77.0,288,1989-03-22,Wisconsin,DE,J.J. Watt
38578,72.0,208,1990-03-19,Illinois,SS,Tavon Wilson
42458,71.0,208,1992-05-13,Northwestern,FS,Ibraheim Campbell
43817,72.0,210,1993-09-25,Appalachian State,FS,Doug Middleton
44987,77.0,253,1994-05-01,Drake,TE,Eric Saubert
45153,72.0,195,1994-09-08,Hawaii,P,Rigoberto Sanchez
45287,69.0,190,1995-08-23,Valdosta State,CB,Kenny Moore
46265,72.0,190,1996-07-20,Central Arkansas,CB,Tremon Smith
46290,72.0,229,1995-12-12,Houston,OLB,Matthew Adams
46304,72.0,236,1996-07-02,Syracuse,OLB,Zaire Franklin
46349,73.0,202,1993-11-03,Central Arkansas,FS,George Odum
46707,73.0,209,1996-06-20,Stanford,CB,Quenton Meeks
47947,76.0,230,1995-06-01,Tarleton State,OLB,E.J. Speed
48034,73.0,232,1995-11-02,Texas Tech,OLB,Dakota Allen
48118,73.0,215,1997-05-15,Malone,WR,Ashton Dulin
48493,74.0,234,1997-04-01,Duke,LB,Joe Giles-Harris
48505,71.0,198,1995-07-11,Michigan,CB,Brandon Rusnak
48508,72.0,209,1996-12-05,Wyoming,FS,Andrew Wingard
52548,73.0,235,1997-10-28,Miami,MLB,Shaquille Quarterman
52614,76.0,250,1997-04-02,Georgia Tech,TE,Tyler Davis
52621,73.0,226,1996-06-28,Michigan,OLB,Jordan Glasgow
52631,72.0,176,,Memphis,CB,Chris Claybrooks
52737,71.0,193,1996-08-02,Georgia Tech,RB,Nathan Cottrell
43296,79.0,300,1994-03-17,Oregon,DT,DeForest Buckner
44957,76.0,315,1993-10-20,"Albany State, Ga.",NT,Grover Stewart
46133,75.0,277,1995-01-30,Ohio State,DE,Tyquan Lewis
46173,69.0,198,1996-11-12,North Carolina State,RB,Nyheim Hines
46316,77.0,200,1995-07-28,Mississippi State,P,Logan Cooke
46618,74.0,305,1995-08-18,South Carolina,DT,Taylor Stallworth
52619,70.0,170,1998-01-07,Massachusetts,CB,Isaiah Rodgers
52729,72.0,235,1996-09-13,Baylor,LS,Ross Matiscik
41379,77.0,285,1993-02-08,South Florida,OLB,Aaron Lynch
41387,74.0,292,1991-11-23,Princeton,DT,Caraun Reid
42434,77.0,318,1992-04-08,Florida,T,Chaz Green
42477,76.0,310,1992-05-03,West Virginia,G,Mark Glowinski
43352,76.0,287,1992-09-23,Georgia Tech,DE,Adam Gotsis
43873,74.0,238,1992-12-02,William &amp; Mary,LS,Luke Rhodes
44792,77.0,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox
45555,73.0,194,1993-04-20,Kentucky Wesleyan,WR,Keelan Cole
46075,77.0,330,1996-03-19,Notre Dame,G,Quenton Nelson
46106,78.0,315,1996-03-25,Auburn,T,Braden Smith
46504,75.0,300,1994-01-13,Washington State,DT,Daniel Ekuale
52557,76.0,300,1996-06-19,Ball State,G,Danny Pinter
52724,74.0,295,1997-10-05,"Miami, O.",DT,Doug Costin
52751,73.0,191,1997-01-29,Georgia,K,Rodrigo Blankenship
52493,73.0,204,1998-08-24,Utah,FS,Julian Blackmon
48020,71.0,185,1996-10-23,Georgia,WR,Terry Godwin
40641,78.0,262,1990-05-05,Western Kentucky,TE,Jack Doyle
41448,72.0,204,1990-07-28,Ohio,CB,T.J. Carrie
41548,74.0,238,1991-10-29,Florida,TE,Trey Burton
44974,73.0,230,1995-08-08,Northwestern,MLB,Anthony Walker
48318,72.0,225,1996-10-02,Nebraska,RB,Devine Ozigbo
41939,78.0,325,1991-10-25,Ohio State,G,Andrew Norwell
42031,77.0,285,1990-07-15,Mississippi State,DE,Denico Autry
42410,75.0,325,1991-10-03,South Carolina,G,A.J. Cann
43937,75.0,221,1994-12-30,Southern Oregon,K,Aldrick Rosas
44846,78.0,320,1995-10-09,Alabama,T,Cam Robinson
46198,78.0,303,1996-01-04,North Carolina State,T,Will Richardson
46706,77.0,311,1996-04-18,Miami,T,KC McDermott
47818,77.0,312,1997-11-25,Florida,T,Jawaan Taylor
52734,76.0,336,1997-09-25,Missouri,G,Tre'Vour Wallace-Simms
45102,74.0,214,1994-12-18,Old Dominion,WR,Zach Pascal
52442,76.0,220,1997-10-05,Southern California,WR,Michael Pittman
46105,74.0,230,1995-07-27,South Carolina State,MLB,Darius Leonard
43645,74.0,210,1994-02-09,Michigan,SS,Jarrod Wilson
43427,75.0,245,01/29/1993,Princeton,TE,Seth DeValve
43680,70.0,192,1993-03-10,Fresno State,FS,Charles Washington
43697,72.0,205,1993-11-22,Arizona State,RB,D.J. Foster
43887,74.0,235,05/03/1993,Florida State,ILB,Terrance Smith
44938,75.0,245,1995-05-09,Eastern Washington,OLB,Samson Ebukam
45008,73.0,228,1994-12-16,Boise State,ILB,Tanner Vallejo
45094,76.0,232,1994-11-23,Oregon,TE,Johnny Mundt
45142,75.0,256,1994-11-22,Washington,TE,Darrell Daniels
45785,78.0,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold
46229,73.0,253,1995-04-24,Oklahoma,OLB,Ogbonnia Okoronkwo
46671,73.0,219,1996-02-26,Vanderbilt,WR,Trent Sherfield
46674,74.0,214,1996-06-09,Washington,ILB,Ezekiel Turner
47922,73.0,196,1997-02-11,Alabama,SS,Deionte Thompson
47928,72.0,232,1994-03-15,Utah,K,Matt Gay
47939,77.0,248,1996-01-15,Oregon,ILB,Justin Hollins
48026,71.0,200,1995-05-17,Penn State,FS,Nick Scott
48778,75.0,242,1997-07-09,Georgia,OLB,Natrez Patrick
48784,70.0,180,1996-01-27,Eastern Washington,WR,Nsimba Webster
52465,74.0,197,1996-07-26,Florida,WR,Van Jefferson
52732,73.0,195,1996-03-11,Georgia,DB,J.R. Reed
52826,72.0,202,1997-09-30,Central Michigan,RB,Jonathan Ward
52980,71.0,188,1998-07-19,Fresno State,DB,Juju Hughes
29141,73.0,185,1982-08-11,Pittsburgh,P,Andy Lee
38897,77.0,232,1990-07-05,San Diego State,LS,Aaron Brewer
43404,76.0,232,1993-07-01,Minnesota,ILB,De'Vondre Campbell
44895,77.0,250,1994-05-09,Youngstown State,DE,Derek Rivers
46456,69.0,187,1993-03-15,Alabama-Birmingham,CB,Darious Williams
47862,71.0,196,1998-02-06,Michigan,CB,David Long
29874,70.0,190,1982-03-02,Ohio State,K,Mike Nugent
38755,77.0,310,1989-04-08,North Carolina State,G,J.R. Sweezy
38779,75.0,308,1989-06-08,Southern Methodist,T,Kelvin Beachum
39965,77.0,311,1990-08-15,Syracuse,G,Justin Pugh
42367,77.0,307,1993-12-28,Florida,T,D.J. Humphries
42476,76.0,309,1991-11-09,Florida,G,Max Garcia
43335,76.0,330,1995-03-21,Alabama,DT,A'Shawn Robinson
43648,77.0,315,1993-04-19,Cincinnati,T,Justin Murray
43791,75.0,275,1994-09-12,Colorado State-Pueblo,DE,Morgan Fox
44903,72.0,209,1995-12-19,Boston College,FS,John Johnson
46166,77.0,292,1996-03-28,Michigan,C,Mason Cole
46264,76.0,310,1995-03-21,Rutgers,NT,Sebastian Joseph
47917,73.0,312,1996-05-06,Washington,NT,Greg Gaines
48780,75.0,245,1994-09-13,Delaware,ILB,Troy Reeder
52480,79.0,310,1997-06-22,Houston,T,Josh Jones
43915,71.0,185,1994-03-22,Oklahoma State,CB,Kevin Peterson
52416,75.0,225,1998-07-26,Clemson,ILB,Isaiah Simmons
52544,77.0,245,1997-03-27,Purdue,TE,Brycen Hopkins
52653,69.0,185,1998-04-02,Louisiana-Lafayette,RB,Raymond Calais
52981,71.0,208,1997-08-24,Southern Methodist,RB,Xavier Jones
37874,74.0,235,1987-12-07,Ohio State,LS,Jake McQuaide
38547,74.0,190,1989-10-26,Alabama,CB,Dre Kirkpatrick
38815,77.0,241,1990-02-08,Oregon State,P,Johnny Hekker
47816,71.0,190,1998-01-18,Washington,CB,Byron Murphy
37078,73.0,203,1990-07-11,Louisiana State,CB,Patrick Peterson
42400,80.0,328,1992-05-13,Wisconsin,T,Rob Havenstein
42401,75.0,260,1991-03-13,Missouri,OLB,Markus Golden
42443,76.0,318,1992-11-14,Auburn,DT,Angelo Blackson
43537,75.0,300,1992-06-16,Iowa,C,Austin Blythe
46102,76.0,305,1995-09-05,Nevada,G,Austin Corbett
46376,77.0,285,1995-07-28,Washington,G,Coleman Shelton
47848,76.0,281,1997-08-20,Boston College,DT,Zach Allen
47952,78.0,308,1997-03-20,Wisconsin,G,David Edwards
52539,74.0,308,,Louisiana State,NT,Rashard Lawrence
52658,74.0,315,1998-06-24,Clemson,T,Tremayne Anchrum
47845,69.0,190,1996-11-18,Massachusetts,WR,Andy Isabella
39989,72.0,193,1992-04-10,Southern California,WR,Robert Woods
40153,75.0,341,1990-01-17,Oklahoma,DE,Stacy McGee
44825,73.0,235,1994-09-22,Temple,OLB,Haason Reddick
44848,70.0,195,1996-01-10,Washington,SS,Budda Baker
52522,77.0,335,1998-08-23,Utah,DT,Leki Fotu
30937,75.0,325,1984-11-27,Michigan State,NT,Domata Peko
37792,73.0,250,1989-05-12,Central Michigan,FB,Nick Bellore
41256,71.0,193,1991-07-18,Northern Illinois,FS,Jimmie Ward
41271,75.0,215,1992-07-16,Vanderbilt,WR,Jordan Matthews
42579,75.0,239,1990-01-19,Wyoming,OLB,Mark Nzeocha
43540,74.0,236,1992-12-11,Oregon,ILB,Joe Walker
45281,76.0,245,1993-11-18,Wyoming,TE,Jacob Hollister
45523,72.0,205,03/03/1995,Brigham Young,SS,Kai Nacua
46189,76.0,267,1996-07-08,Washington,TE,Will Dissly
46215,75.0,203,1995-06-02,Oklahoma State,CB,Tre Flowers
46253,72.0,208,1994-06-09,Florida,SS,Marcell Harris
46354,71.0,184,1996-03-25,Tennessee,CB,Emmanuel Moseley
46711,75.0,200,1995-12-24,Southern Illinois,CB,Ryan Neal
47871,74.0,237,1996-11-13,Utah,MLB,Cody Barton
47893,74.0,220,1992-03-02,Utah,P,Mitch Wishnowsky
47925,72.0,230,1997-09-08,Washington,OLB,Ben Burr-Kirven
48117,74.0,209,1996-09-04,Arizona,SS,Demetrius Flannigan-Fowles
48119,68.0,180,1996-07-05,Georgia State,WR,Penny Hart
48322,68.0,202,1996-08-17,Rice,RB,Austin Walter
52435,73.0,245,1997-10-21,Texas Tech,OLB,Jordyn Brooks
52541,79.0,251,1999-01-08,Stanford,TE,Colby Parkinson
52622,72.0,199,1998-08-04,Florida,WR,Freddie Swain
52740,70.0,200,1996-11-07,McKendree,WR,Matt Cole
40029,76.0,260,1992-09-11,Texas A&amp;M,DE,Damontre Moore
41973,75.0,253,1992-02-28,Harvard,LS,Tyler Ott
45900,72.0,200,1994-11-01,Washington State,WR,River Cracraft
46210,72.0,229,1995-07-20,Central Florida,OLB,Shaquem Griffin
46218,74.0,208,1996-01-04,Texas,P,Michael Dickson
46392,72.0,193,1995-03-21,Cincinnati,DB,Linden Stephens
47915,69.0,201,1997-05-16,Oregon,FS,Ugochukwu Amadi
48268,74.0,228,1997-08-04,Florida Atlantic,MLB,Azeez Al-Shaair
52598,77.0,245,1997-10-16,Georgia,TE,Charlie Woerner
40078,73.0,240,1991-04-23,Harvard,FB,Kyle Juszczyk
41358,74.0,200,1991-12-01,North Carolina State,CB,Dontae Johnson
42416,73.0,210,1993-04-16,Indiana,RB,Tevin Coleman
45026,76.0,248,07/08/1994,Louisville,LS,Colin Holba
46211,69.0,188,1996-11-11,Kansas State,FS,D.J. Reed
46331,77.0,240,1995-01-26,San Diego,TE,Ross Dwelley
34986,80.0,310,05/04/1987,Ohio State,G,Alex Boone
39949,78.0,275,1990-03-05,Oregon,DE,Dion Jordan
41175,70.0,190,1991-05-12,Marist,K,Jason Myers
41786,74.0,270,1991-05-02,Texas Tech,DE,Kerry Hyder
42360,79.0,292,1993-11-15,Oregon,DE,Arik Armstead
42364,77.0,310,1992-04-25,Texas A&amp;M,T,Cedric Ogbuehi
44870,78.0,320,1995-08-05,Louisiana State,C,Ethan Pocic
45011,72.0,321,1995-01-19,Mississippi,DT,D.J. Jones
45346,76.0,339,1994-07-15,Southern California,G,Jordan Simmons
45622,79.0,310,1994-01-19,Southern California,T,Chad Wheeler
46197,74.0,287,1996-05-08,North Carolina State,DE,Kentavius Street
52477,75.0,332,1997-03-21,Louisiana State,G,Damien Lewis
41325,69.0,205,1992-05-03,Georgia Southern,RB,Jerick McKinnon
37174,76.0,246,1989-07-23,Mississippi State,OLB,K.J. Wright
38577,72.0,242,1990-06-27,Utah State,MLB,Bobby Wagner
38625,77.0,310,1986-08-06,Utah,G,Tony Bergstrom
38723,78.0,313,1989-05-10,South Dakota,T,Tom Compton
42371,75.0,312,1992-02-09,Duke,G,Laken Tomlinson
42543,69.0,197,1993-01-22,Texas,FS,Quandre Diggs
43338,75.0,306,1992-12-16,Alabama,DT,Jarran Reed
44902,72.0,198,1995-07-20,Central Florida,CB,Shaquill Griffin
46078,80.0,315,1995-01-12,Notre Dame,T,Mike McGlinchey
46148,76.0,279,1997-05-15,Southern California,DE,Rasheem Green
46487,71.0,310,1995-11-19,Texas,NT,Poona Ford
47590,74.0,205,1996-07-31,Washington,K,Tristan Vizcaino
47812,74.0,291,1995-09-12,Texas Christian,DE,L.J. Collier
47966,78.0,318,1996-11-23,Vanderbilt,T,Justin Skule
52561,79.0,324,1996-08-09,West Virginia,T,Colton McKivitz
40825,75.0,265,1991-08-03,Idaho,DE,Benson Mayowa
45624,74.0,250,1994-03-06,San Diego State,DE,Alex Barrett
47847,76.0,230,1997-12-14,Mississippi,WR,DK Metcalf
40676,77.0,250,1990-05-21,Idaho State,TE,Josh Hill
42511,72.0,240,1992-02-01,Rutgers,FB,Michael Burton
43525,73.0,223,1994-04-24,Washington,RB,Dwayne Washington
46825,72.0,200,1995-08-13,Nebraska,CB,Chris Jones
48238,73.0,195,1997-09-14,Fordham,CB,Dylan Mabin
46314,77.0,311,1995-12-10,Louisiana State,C,Will Clapp
46468,74.0,252,1995-09-18,Washington State,DT,Hercules Mata'afa
47831,76.0,315,1997-08-27,Texas A&amp;M,C,Erik McCoy
52538,76.0,295,1999-01-20,Baylor,DT,James Lynch
40005,70.0,205,1991-09-01,South Carolina,FS,D.J. Swearinger
47888,71.0,208,1997-12-20,Florida,SS,Chauncey Gardner-Johnson
52584,72.0,200,1997-06-10,Miami,WR,K.J. Osborn
38553,78.0,305,1988-12-01,Iowa,T,Riley Reiff
40023,77.0,304,1991-07-23,Arkansas-Pine Bluff,T,Terron Armstead
53098,74.0,204,1998-03-27,Tennessee,WR,Marquez Callaway
42421,72.0,196,1993-06-01,Florida State,FS,P.J. Williams
44879,70.0,215,1995-07-25,Tennessee,RB,Alvin Kamara
40130,69.0,195,1989-04-28,Oregon,RB,Kenjon Barner
46797,77.0,239,1994-11-12,Southern Arkansas,TE,Tanner Hudson
52569,74.0,205,1998-08-25,Minnesota,WR,Tyler Johnson
47882,70.0,200,1996-05-18,Kentucky,FS,Mike Edwards
47877,73.0,206,1996-10-15,Auburn,CB,Jamel Dean
34777,75.0,310,1986-01-03,Troy,NT,Steve McLendon
47788,72.0,237,1998-02-17,Louisiana State,ILB,Devin White
35888,72.0,188,1988-08-20,Belhaven,CB,Tramaine Brock
35441,76.0,313,1987-01-06,Nebraska,DE,Ndamukong Suh
41915,74.0,250,1992-11-17,Colorado State,OLB,Shaquil Barrett
45018,75.0,295,1994-06-02,Arkansas,DT,Jeremiah Ledbetter
46164,74.0,200,1996-08-16,Southern Mississippi,FS,Tarvarius Moore
46250,75.0,260,1994-10-11,Utah,OLB,Kylie Fitts
47957,73.0,199,1996-10-09,Fresno State,WR,KeeSean Johnson
47981,74.0,197,1995-07-31,Virginia,CB,Tim Harris
48572,76.0,248,1995-04-20,Duke,TE,Daniel Helm
44387,76.0,245,1994-05-28,Michigan State,LS,Taybor Pepper
46116,71.0,200,1996-11-18,Texas A&amp;M,WR,Christian Kirk
39941,70.0,207,1990-02-26,Southern Methodist,FS,Chris Banjo
44885,76.0,270,1995-05-02,Kansas State,DE,Jordan Willis
46139,75.0,236,1996-11-19,Brigham Young,MLB,Fred Warner
47931,72.0,225,1997-05-25,Arkansas,OLB,Dre Greenlaw
44878,74.0,195,1995-03-21,Colorado,CB,Ahkello Witherspoon
30403,72.0,190,1982-12-06,Penn State,K,Robbie Gould
42414,75.0,301,1991-08-12,Oregon,C,Hroniss Grasu
42427,73.0,236,1992-06-27,Texas,ILB,Jordan Hicks
52433,73.0,206,1998-03-17,Arizona State,WR,Brandon Aiyuk
35443,77.0,320,1988-07-19,Oklahoma,T,Trent Williams
43497,74.0,230,1994-05-16,Eastern Illinois,ILB,Kamu Grugier-Hill
44045,68.0,207,1993-10-15,Southern Mississippi,RB,Jalen Richard
47912,74.0,210,1995-12-20,Houston,CB,Isaiah Johnson
48472,72.0,205,1995-08-17,California,RB,Patrick Laird
52989,75.0,205,1997-02-21,Nevada-Las Vegas,DB,Javin White
43475,67.0,169,1992-10-30,Texas Tech,WR,Jakeem Grant
35618,80.0,302,1987-06-24,Notre Dame,T,Sam Young
42587,80.0,380,1993-04-13,Florida,T,Trenton Brown
42598,77.0,340,1991-03-08,Mars Hill,G,Denzelle Good
46154,72.0,200,1995-01-23,Tennessee,SS,Rashaan Gaulden
43503,72.0,238,1994-04-22,Houston,ILB,Elandon Roberts
42351,75.0,246,1992-07-08,Clemson,OLB,Vic Beasley
52743,73.0,329,1997-11-27,Mississippi,DT,Benito Jones
46147,74.0,240,1996-11-15,Texas,OLB,Malik Jefferson
46182,73.0,206,1995-03-10,Penn State,WR,DaeSean Hamilton
46369,72.0,207,1996-02-13,Florida State,SS,Trey Marshall
35462,77.0,314,1989-03-21,Iowa,T,Bryan Bulaga
41464,74.0,290,1991-08-11,Illinois State,DE,Shelby Harris
45003,77.0,315,1994-11-15,Utah,T,Sam Tevi
40755,70.0,195,1990-01-24,Central Michigan,FS,Jahleel Addae
42555,75.0,255,1992-12-10,Miami,OLB,Anthony Chickillo
43384,78.0,310,1992-08-19,Michigan,G,Graham Glasgow
43508,73.0,194,1994-07-29,Arizona,FS,Will Parks
44240,73.0,192,1992-12-14,Penn State,K,Sam Ficken
46641,74.0,225,1996-10-29,Notre Dame,RB,Josh Adams
47969,70.0,210,1997-09-17,Maryland,RB,Ty Johnson
52523,77.0,240,1998-04-23,Florida Atlantic,TE,Harrison Bryant
36712,73.0,210,1987-09-09,Rice,FS,Andrew Sendejo
46346,74.0,205,1993-12-08,Nevada-Las Vegas,CB,Robert Jackson
47904,75.0,267,1995-09-12,West Virginia,TE,Trevon Wesco
42952,77.0,310,1992-06-05,Appalachian State,T,Kendall Lamm
47979,73.0,198,1996-07-19,Rutgers,CB,Blessuan Austin
48029,75.0,307,1997-07-08,Mississippi,C,Javon Patterson
52568,73.0,302,1998-11-13,Washington,C,Nick Harris
41544,74.0,298,1991-06-21,Oregon State,G,Josh Andrews
44882,75.0,303,1994-07-06,Ohio State,G,Pat Elflein
46073,71.0,191,1997-04-28,Ohio State,CB,Denzel Ward
44877,75.0,305,1994-06-03,North Carolina-Charlotte,DT,Larry Ogunjobi
52496,76.0,315,1997-11-23,Missouri,DT,Jordan Elliott
37317,72.0,225,1989-07-05,Southern California,OLB,Malcolm Smith
43586,77.0,322,1992-07-19,Western Kentucky,T,George Fant
31018,73.0,222,1982-08-13,Nebraska,P,Sam Koch
35638,76.0,230,1986-11-14,Alabama-Birmingham,QB,Joe Webb
41356,73.0,192,1990-09-08,Lindenwood,CB,Pierre Desir
44828,72.0,197,1996-07-08,Alabama,CB,Marlon Humphrey
41336,74.0,350,1990-12-27,Louisiana Tech,NT,Justin Ellis
43332,76.0,314,1994-05-08,Penn State,NT,Austin Johnson
46187,71.0,178,1994-11-30,Alabama,CB,Anthony Averett
52436,73.0,227,1999-08-13,Louisiana State,MLB,Patrick Queen
52498,75.0,259,1997-05-25,Florida,OLB,Jonathan Greenard
41262,76.0,310,1991-01-01,UCLA,G,Xavier Su'a-Filo
41619,75.0,316,1992-07-06,Texas,C,Trey Hopkins
43045,76.0,330,1991-08-07,West Virginia,G,Quinton Spain
46090,76.0,312,1994-10-11,Ohio State,C,Billy Price
47835,76.0,259,1996-04-16,Washington,TE,Drew Sample
47919,78.0,315,1998-01-25,Ohio State,G,Michael Jordan
52588,77.0,300,1997-12-08,Kansas,G,Hakeem Adeniji
38662,72.0,310,1989-05-05,Iowa,DT,Mike Daniels
41843,79.0,315,1991-03-11,Nebraska,T,Brent Qvale
43302,77.0,313,1994-08-02,Mississippi,T,Laremy Tunsil
52549,70.0,181,1996-05-15,Penn State,CB,John Reid
44929,74.0,265,1995-06-29,Auburn,DE,Carl Lawson
46239,70.0,190,1995-06-26,Western Michigan,CB,Darius Phillips
43339,76.0,300,1993-04-29,Notre Dame,C,Nick Martin
48524,72.0,190,1995-05-31,Coastal Carolina,CB,Anthony Chesley
37286,74.0,248,1987-08-06,Central Florida,FB,Bruce Miller
43413,72.0,200,1993-08-14,Miami,FS,Deon Bush
45719,70.0,205,1994-05-04,Wisconsin,RB,Dare Ogunbowale
48707,71.0,215,1996-06-15,Kutztown,RB,Craig Reynolds
46098,76.0,291,1996-03-11,Florida,DT,Taven Bryan
29926,75.0,210,1982-05-06,Tennessee,P,Dustin Colquitt
42516,76.0,245,1992-01-14,Illinois State,TE,James O'Shaughnessy
44880,75.0,264,1995-03-02,Illinois,DE,Dawuane Smoot
46077,72.0,230,1997-04-08,Georgia,ILB,Roquan Smith
42419,75.0,205,1992-10-25,Georgia,WR,Chris Conley
35534,79.0,265,1986-11-24,Miami,TE,Jimmy Graham
41290,74.0,220,1993-08-24,Penn State,WR,Allen Robinson
46120,71.0,199,1994-10-09,Memphis,WR,Anthony Miller
47856,70.0,222,1997-06-07,Iowa State,RB,David Montgomery
52581,71.0,172,1997-10-29,Tulane,WR,Darnell Mooney
47997,68.0,200,1997-02-12,Utah State,RB,Darwin Thompson
52685,70.0,190,1998-10-31,Wyoming,CB,Tyler Hall
41502,74.0,208,1990-03-05,Brigham Young,FS,Daniel Sorensen
42346,75.0,255,1994-08-03,Florida,DE,Dante Fowler
43306,73.0,216,1995-07-26,Florida,FS,Keanu Neal
52546,73.0,193,1997-01-21,Louisiana Tech,CB,L'Jarius Sneed
40215,79.0,328,1991-07-18,Boston College,T,John Wetzel
46144,73.0,310,1996-05-09,Florida State,NT,Derrick Nnadi
52781,76.0,223,1997-05-31,Marshall,LB,Omari Cobb
39947,79.0,315,1991-01-05,Central Michigan,T,Eric Fisher
42565,75.0,300,1991-11-27,South Florida,C,Austin Reiter
45695,78.0,309,1994-08-19,Eastern Michigan,T,Andrew Wylie
45481,77.0,243,1995-03-15,Texas A&amp;M,TE,Ricky Seals-Jones
46757,73.0,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward
43326,78.0,308,1994-07-03,Mississippi State,DT,Chris Jones
47817,72.0,190,1996-05-23,Temple,CB,Rock Ya-Sin
52750,69.0,175,1998-07-12,Southern Mississippi,WR,DeMichael Harris
46238,73.0,217,1994-07-18,Mississippi,RB,Jordan Wilkins
35446,71.0,195,1989-04-14,Florida,CB,Joe Haden
37104,77.0,295,1989-05-06,Ohio State,DT,Cameron Heyward
44842,76.0,252,1994-10-11,Wisconsin,OLB,T.J. Watt
45093,77.0,300,1994-03-04,Washington,G,Jake Eldrenkamp
46097,73.0,217,1997-01-20,Virginia Tech,SS,Terrell Edmunds
52640,74.0,320,1996-08-22,Nebraska,DT,Carlos Davis
41337,76.0,245,1992-07-07,UCLA,DE,Cassius Marsh
47892,71.0,215,1996-05-07,Michigan State,SS,Khari Willis
46121,77.0,248,1995-07-11,Rutgers,DE,Kemoko Turay
46404,74.0,295,1994-09-01,Alabama,C,J.C. Hassenauer
47872,73.0,234,1996-07-29,Stanford,MLB,Bobby Okereke
47849,70.0,181,1996-07-05,Toledo,WR,Diontae Johnson
45009,76.0,250,1995-03-28,Miami,DE,Al-Quadin Muhammad
46694,74.0,194,1994-05-07,Alabama,WR,Robert Foster
47956,73.0,240,1996-07-30,North Carolina,ILB,Cole Holcomb
42424,75.0,315,1993-08-12,Louisville,G,John Miller
46755,77.0,320,1994-01-25,Grambling,T,Trenton Scott
42469,69.0,221,1993-02-19,South Carolina,RB,Mike Davis
43808,75.0,190,1993-05-09,Temple,WR,Robby Anderson
46093,71.0,215,1997-04-14,Maryland,WR,D.J. Moore
48373,74.0,207,1997-04-24,Georgia,CB,Jayson Stanley
45039,72.0,215,1995-01-15,East Central,WR,David Moore
38544,77.0,305,1990-12-21,Louisiana State,DE,Michael Brockers
45056,77.0,320,1994-03-04,Baylor,G,Kyle Fuller
44881,74.0,208,1993-06-15,Eastern Washington,WR,Cooper Kupp
35493,78.0,285,1989-02-28,Florida,DE,Carlos Dunlap
44818,73.0,213,1995-10-17,Louisiana State,SS,Jamal Adams
43360,74.0,213,1993-09-22,Boise State,FS,Darian Thompson
46270,66.0,203,1995-04-27,Louisiana Tech,RB,Boston Scott
52604,73.0,230,1997-04-08,Temple,ILB,Shaun Bradley
42667,74.0,315,1993-07-27,Louisiana-Lafayette,DT,Justin Hamilton
46118,77.0,256,1995-01-03,South Dakota State,TE,Dallas Goedert
46302,80.0,344,1997-03-31,No College,T,Jordan Mailata
40494,68.0,178,1992-01-17,Southern California,CB,Nickell Robey
52935,75.0,240,1997-11-27,Texas Christian,RB,Sewo Olonilua
43522,72.0,191,1994-04-06,Louisiana State,SS,Jalen Mills
52900,74.0,201,1997-01-29,Louisiana-Lafayette,DB,Michael Jacquet
52429,71.0,195,1999-01-02,Texas Christian,WR,Jalen Reagor
30932,73.0,215,1984-01-28,Memphis,K,Stephen Gostkowski
46114,72.0,196,1996-04-03,Iowa,CB,Josh Jackson
46276,77.0,214,1996-09-30,Notre Dame,WR,Equanimeous St. Brown
39954,68.0,179,1990-03-15,West Virginia,WR,Tavon Austin
42381,77.0,265,1992-11-17,Mississippi State,OLB,Preston Smith
